
Circuit: ** NMOSFET: Benchmarking Implementation of BSIM4.8.0

Simulated by Navid Paydavosi.
Warning: Zero resistance returned from RdseffGeo
Warning: Zero resistance returned from RdseffGeo
Warning: toxe, toxp and dtox all given and toxe != toxp + dtox; dtox ignored.
Warning: This model is BSIM4.8.0; you specified a wrong version number.
Circuit: ** NMOSFET: Benchmarking Implementation of BSIM4.8.0
Date: Wed Oct 30 18:37:55  2013


              ** NMOSFET: Benchmarking Implementation of BSIM4.8.0
              DC transfer characteristic  Wed Oct 30 18:37:55  2013
--------------------------------------------------------------------------------
Index   sweep           -i(vds)         
--------------------------------------------------------------------------------
127	8.000000e-01	1.209152e-02	
128	9.000000e-01	1.247165e-02	
129	1.000000e+00	1.284439e-02	
130	1.100000e+00	1.321272e-02	
131	1.200000e+00	1.357888e-02	
132	1.000000e-01	4.045230e-03	
133	2.000000e-01	7.252877e-03	
134	3.000000e-01	9.669234e-03	
135	4.000000e-01	1.122446e-02	
136	5.000000e-01	1.206890e-02	
137	6.000000e-01	1.261974e-02	
138	7.000000e-01	1.307270e-02	
139	8.000000e-01	1.348628e-02	
140	9.000000e-01	1.388068e-02	
141	1.000000e+00	1.426441e-02	
142	1.100000e+00	1.464172e-02	
143	1.200000e+00	1.501533e-02	

CPU time since last call: 0.000 seconds.

Total CPU time: 0.000 seconds.

Current dynamic memory usage = 262144,
Dynamic memory limit = -527110145.

